10,"         Three thousand miles of wilderness Overcome by the flow. A lonely restitution of pavement,Pomp and show, I seek a thousand answers, I find but one or two, I maintain no discomfiture, My path again renewed. Against the grain, That's where I'll stay. Swimming upstream, I maintain against the grain. Here labeled as a lunatic,Sequestered and content, There ignored and defeated By the government. There's an oriented public Whose magnetic force does pull, But away from the potential of the individual. Against the grain, That's where I'll stay. Swimming upstream, I maintain against the grain. The flow is getting stronger With smaller increments of time. And Eddies of new ideas are  Increasingly hard to find, You need all that the other has, Your right to seize the day, But in all your acquisitions  You will soon be swept away. Against the grain, That's where I'll stay. Swimming upstream, I maintain against the grain. There's a common consensus And an uncomfortable cheer, A reverberating chorus that anyone can hear, It sings ""leave your cares behind you, Just grab tenaciously"", This lulling sense or purpose  Will destroy us rapidly. Against the grain, That's where I'll stay. Swimming upstream, I maintain against the grain.        "
11,"         England Seemed like such a beautiful place from afar, Until one day I saw how miserable things really are. All fantastic images, They only are apparent,Propagated just by hope And desire to share it. Beauty Was the allure that brought me close to you. Loneliness Was the bond that made me stick like glue. All fantastic images, They only are apparent, Promoted by desperate hope That things are somewhere better. I don't have a thing against fantasy, But to chase it down just doesn't make sense to me. If your only hope is simply peace and love, You end up discarding most of what you're made of. All fantastic Images, They only are apparent, Promoted by desperate hope That things are somewhere better.        "
12,"         All good soldiers crack like boulders, The sun climbs up to a razor, violins, New boots and numbers on a chain. All good soldiers... (All good soldiers) Fall in line When they march and shout,(All good soldiers) are a spectacle Marching and singing. Will go anywhere the president says, Because the president believes in God Like all good soldiers should. All good soldiers wait like warheads, When the fighting starts who will be Accountable, a cannibal, a cannonball. All good soldiers, all good soldiers. (All good soldiers) Fall in line When they march and shout,(All good soldiers) are a spectacle Marching and singing. Will go anywhere the president says, Because the president believes in God Like all good soldiers should. It's 6 AM, I can see my breath And the clay dirt is laughing at the weakling boy. Today is the day that I'll write my friends, It's something I've been trying to remember. I had a dream of a wall that was twenty-one stories tall... All... (All good soldiers) Fall in line When they march and shout,(All good soldiers) are a spectacle Marching and singing. Will go anywhere the president says, Because the president believes in God Like all good soldiers should.        "
13,"         This song goes out to all the hopeless sinners With grave allegiances so meaningless and vain, The walking wounded in a pageant of contenders Who balance on a rail of pain for just a pail of rain. And everything is barely mist - blood relations and bricks. My expression, my confession, add it up, extract a lesson More than this, once again, like a bullet as a friend, tell me: Can that be all there is? In my rectory of doubt I kneel to pray like one devout As time the great, gray dreamless sleep of a useless modern God Erodes away each storied day, as wretched Adams with hell to pay Contend upon a rail of pain for just a little rain. And everything is dearly missed - blood relations and bricks My expression, my confession, add it up, extract a lesson More than this, once again, like a bullet as a friend, tell me: Can that be all there is? There’s an endless disposition and it doesn’t mean a god damn thing, There’s space for a paper airplane race in the eye of a hurricane. And if pigs could fly, then surely so could I, But this pedestrian knows better than to even try. My divinity is caught between the colors of a butterfly. And everything is dearly missed - blood relations and bricks My expression, my confession, add it up, extract a lesson More than this, once again, like a bullet as a friend, tell me: Can that be all there is?         "
14,"         I refuse to abuse what is kind to diffuse, But it's there and it's happening to me along the way. As we go through the snow, we cannot forget our foes, But the dinner's always waiting at the table 'long the way, yeah. What you see, not for me, isn't what you planned to be, But you'll have what you wanted in the end along the way. And we'll try as we cry and our brothers pass us by, To be strong through the ages of our tears along the way, yeah. Now we grow as we show that the morals we must know Will be shapen and mistaken by the falls along the way. But forget, don't regret, to find love and happiness Unless you're willing to be strong when they are gone along the way. Like Tommy, you are free, and you will not follow me, Until we see each other once more on the path along the way.        "
15,"         I hate my family, hate my school, speed limits and the golden rule. Hate people who aren't what they seem, more than anything else, American Dream. American Dream's gonna swallow you whole, it's bursting at the seam, It'll sweep you away, so enjoy it today, tomorrow you'll be old thus useless. American Dream... American Dream... American Dream, that's ok, 'cause no one dare give you away. I hate my god, I hate your job, I hate hypocrites and common slobs. Hate people who aren't what they seem, more than anything else, American Dream. Promise me today I'll have a Chevrolet, with whitewalls on the side, One boy, one girl, comfortable lies The American Dream... American Dream... American Dream, that's ok, 'cause no one dare give you away. American Dream! (bleah!)        "
16,"         I don't need to be a global citizen, Because I'm blessed by nationality. I'm a member of a growing populace, We enforce our popularity. There are things that seem to pull us under And there are things that drag us down, But there's a power and a vital presence That's lurking all around. We've got the American Jesus See him on the interstate, We've got the American Jesus He helped build the president's estate. I feel sorry for the earth's population 'cuz so few live in the USA. At least the foreigners can copy our morality, They can visit but they cannot stay. Only precious few can garner our prosperity, It makes us walk with renewed confidence, We've got a place to go when we die And the architect resides right here. We've got the American JesusBolstering national faith, We've got the American Jesus Overwhelming millions every day. He's the farmer's barren fields, (In God) The force the army wields, (We trust) The expressions in the faces of the starving millions. (Because he's one of us) The power up above, (Break down) He's the fuel that drives the clan, (Cave in) He's the motive and the conscience of the murderer. (He can redeem your sins) He's the preacher on TV, (Strong heart) The false sincerity, (Clear mind) The form letters that's written by the big computers. (And infinitely kind) He's the nuclear bombs, (You lose) The kids with no moms (We win) And I'm fearful that he's inside me. (He is our champion!) We've got the American Jesus See him on the interstate. (We've got the American Jesus)We've got the American Jesus Exercising his authority! We've got the American Jesus Bolstering national faith, (We've got the American Jesus) We've got the American Jesus Overwhelming millions every day. One Nation Under God... (ad infinitum)        "
17,"         Everybody is talking about the girl Who went and killed the delivery man, But she looks so kind and gentle, It just doesn't stand to reason. I saw her right there just the other night As stately as a slot machine, But when she looked my way  Something mad as hell came over me, yeah. Anesthesia, Mona Lisa,  I've got a little gun, here comes oblivion. I never loved you, how did you find me? The cops will never prove complicity now. Anna...(1, 2, 3, 4, 5, 6, 7, 8) All good children go to heaven! I remember your face that August night When we lied about the beautiful time to come, And that crazy old man who came much to late And caused a chain reaction. I've been hanging out here for eleven long years Like a church mouse wondering where the cat has gone, And looking at you now is driving me to distraction. Anesthesia, Mona Lisa,  I've got a little gun, here comes oblivion. I never loved you, how did you find me? The cops will never prove complicity now. Anna...(1, 2, 3, 4, 5, 6, 7, 8) All good children go to heaven!        "
18,"         It's a love song to the self, a story recapped every day, It's a world of bogus feelings and a world of slow decay, It's a world of laughter hidden by this world of fear and torment, It's a game of strange compulsion, our visceral convulsion: Anxiety for love of life, anxiety for pain, Anxiety, a feeling that you know you can't contain. Anxiety destroys us but it drives the common man. Foundation of society, anxiety. Suppress it if you can. The caste of coffee achievers didn't perform like they planned. The morning rush hour traffic is our play of false elan. So run around your frantic track and lay you down to sleep; Tomorrow's the redemption, we strive for that exception. Anxiety for love of life, anxiety for pain, Anxiety, a fear that you have nothing more to gain. Anxiety destroys us but it drives the common man. Foundation of society, anxiety. Suppress it if you can. What are we angry for? We all need a common cure. That common goal for which you strive: To have more than the other (have more than the other) guy. The quest for truth, the quest for gold, yeah, we end up all the same. The common lie, the righteous cry, we end up all the same. The angry crowd, those lost and found, everybody's all the same. The poet's pen, these words I lend, we all bend to Anxiety for love of life, anxiety for pain, Anxiety, a feeling that you know you can't contain. Anxiety destroys us but it drives the common man. Foundation of society, anxiety.        "
19,"         What you do is what you are, And wishing upon distant stars Won't improve the hole you're in, Won't absolve your deepest sin. But action is no gift from some covert and lofty God, It's dependant and weighty all the same. And it is oh so easy just to keep to yourself, But then you're at the mercy of imbeciles. Now I didn't make up the rules, But clearly we are led by fools. It is wise to know their ways, So you know how not to behave. But sometimes we find ourselves in desperate need And we look to those with privilege and power. It's then we learn compassion sits inert on their shelves. We're at the mercy of imbeciles. No actions is no gift from some masked spirit in the sky. It's reducible to flesh, mind and bone. And it is oh so easy just to keep to yourself, But then you're at the mercy of imbeciles. Imbeciles! [3x]        "
20,"         Maybe it’s too late for intellectual debate, But a residue of confusion remains. Changing with the times and developmentally tortured minds Are the average citizen’s sources of pain. ""Tell me what we’re fighting for."" I don’t remember anymore, Only temporary reprieve, And the world might cease If we fail to tame the beast. From the faith that you release Comes an atheist peace. Political forces rent Bitter cold winds of discontent And the modern age emerged triumphantly. But now it seems we've stalled And it’s time to de-evolve And relive the dark chapters of history. ""Tell me what we’re fighting for."" No progress ever came from war, Only a false sense of increase, And the world won’t wait For the truth upon a plate, But we’re ready now to feast on an atheist peace.        "
21,"         Everybody wants to dance in a playpen, But nobody wants to play in my garden. I see the hippies on an angry line, Guess they don't get my meaning. I'm enchanted by the birds in my blossoms, I'm enamored by young lovers on the weekend, I like the Fourth of July When bombs start flashing... And I wish I had a shiny red top, A bugle with a big brass bell would cheer me up Or maybe something bigger that could really go pop!  So I could make the gardening stop. Come out to play, come out to play, And we'll pretend it's Christmas Day In my atomic... All my scientists are working on a deadline, So my psychologist is working day and nighttime, They say they know what's best for me. But they don't know what they're doing. And I'm glad I'm not Gorbachev 'Cause I'd wiggle all night Like jelly in a pot. At least he's got a garden with a fertile plot And a party that will never stop. Come out to play, come out to play, And we'll pretend it's Christmas Day In my atomic... I hope there's nothing wrong out there, I'm watching from the room inside my room. Come out to play, come out to play, And we'll pretend it's Christmas Day In my atomic garden!        "
22,"         He's the latest superhero with powers so profound. He can leap a dotted line in just a single bound. I know you must have seen him in books and magazines. He's the quintessential mindless modern epicene. His life is meaningful because he gets things done. Bang bang he's dead, chalk up another triumph for our hero, The Automatic Man. It's true you must have met him, he's your best friend and your foe. His opinions are determined by the status quo. A true creature of habit, he smokes three packs a day. When he has an original thought, he forgets it right away. He's a paradigm of carefree living. He's our mentor, disturb him if you can. He's the answer if your peace of mind is lacking. He's our savior, he is the common man. So if you are troubled by the daily bump and grind, Then take another look around and brother you will find... The Automatic Man.        "
23,"         As the sun comes creeping up the mountain and the wind blows over from the sea. Hey, we’re brought into this land like tiny particles of sand, unsure of who we’re smarter than, or what we’re meant to be. As the grains sift coarsely through the hour glass and collect like victims in the bowl. The ungodly force of change erodes all sense of earthly gains. While tending to the mundane will terrorize your soul. And it’s no! It’s no use thinking that you’re wrong. The past is old and gone. It’s best to move along and find your Avalon. Well, I wish that I could tell you it was easy, just take the paved road right to paradise. But the truth is my friends, the pain and suffering never ends. Make amends with medicine, amnesia, and lies. All the grains sift coarsely through the hour glass and they pound like boulders on the brain. All those things you did for fun, never hurting anyone, careless shadows in the sun, just empty and lame. And it’s no . . . it’s no use thinking that you’re wrong. The past is old and gone. It’s best to move along and find your Avalon. It’s no use thinking that you’re wrong. The past is dead and gone. It’s best to move along and find your Avalon. So now the day races from the twilight. How the fields are enveloped by the shade. And the story that you’ll tell, inventory of your well, crack the shell and find the mortar silted and decayed. And it’s no! It’s no use thinking that you’re wrong. The past is dead and gone. It’s best to move along and find your Avalon. It’s best to hurry on and find your Avalon.        "
24,"         See my body, it's nothing to get hung about. I'm nobody except genetic runaround. Spiritual era's gone, it ain't comin' back. Bad religion, a copout is all that's left. Hey Mr. Mime, stop wasting my time, With your factory precision. Factory precision is your Bad religion, too good to take. Indecision, it's not too late. Bad religion, bad religion. Ay! Don't you know the place we're in's a piece of shit? Don't you know blind faith through lies will conquer it? Don't you know responsibility is yours? I don't care a thing about eternal fires. Listen this time, it's more than a rhyme, It's conjured up in lies. Your indecision is your Bad religion, too good to take. Indecision, it's not too late. Bad religion, too good to take. Indecision, it's not too late. Bad religion  Bad religion Bad religion        "
25,"         Porcelain and alabaster, decaying ever faster,  Unaware of imminent disaster open up your eyes. As you ruminate the hopeless sands of time,  Did you wander out your days lost and resigned? Or recreate the universals in your mind? Everybody is a bastard: my world is like plaster Crumbling apart from pressure of the blaster, waiting for a sign And the momentary pleasures take their turn As a wistful boy runs out of things to learn,  The episodes of yore are never to return. Scare up some hope, you're gonna need it just to cope, You are the decision, numbers don't lie When you bite the dust, was it for purpose or for trust? You'll never relive it, think before you die. Yeah, think! Think before you die.Deficit and depravation - in the wake of desperation Rewrite the morals, rectify the nation.  Now may be your time! As you ruminate the hopeless sands of time,  Do you wonder how your life has been defined? You know eternity can't ever change your mind. You know eternity can't ever change your mind So think! Think before you die! Yeah, think! Think before you die        "
26,"         It could happen to you, A defect from the wasted outskirts of Los Angeles With a crumpled-up pass for the RTD And no authority or trajectory On the brink of insanity. You'd better believe it, Because it's written all over your face Just a neighborhood reject, Out of step and out of place, You'd better believe it. Would you ever have thoughtPersistence could prevail Against the almost Unbearable weight of the system? With nothing better to do, And no one else who you can look up to. You'd better believe it Because it's written all over your face A political defect, Out of step and out of place, You'd better believe it. And the future is bright When ideas run astray So turn out the light, A punk can't have a say, Sometimes desire is all that's there Who said life was fair?        "
27,"         Above us lay the burdens, below us lay the truth. We're somewhere in the middle, and we're all discontent too. Is someone watching over you? Inside they know what's best for you. Judgement's not tomorrow, it's today (yes now it's here). But no it isn't Jesus, take a look at all your peers. They're all looking down on you. Inside they know what's best for you... Everybody knows what's best for you! [x14]        "
28,"         I'm sorry about the sun, How could I know that you would burn? And I'm sorry about the moon, How could I know that you'd disapprove? And I'll never make the same mistake: The next time I create the universe I'll make sure we communicate at length. Oh yeah... But until then, better off dead, A smile on the lips and a hole in the head. Better off dead, yeah better than this, Take it away 'cause there's nothing to miss. I'm sorry about the world, How could I know you'd take it so bad? And I'll never make the same mistake, So if you're looking for a patsy  Why not try the entire human race, Just to play it safe? But until then, better off dead, A smile on the lips and a hole in the head. Better off dead, yeah better than this, Take it away 'cause there's nothing to miss. Better off dead, yeah better off dead, Why don't you try pushing daisies instead? Better off dead, yeah better off dead, A smile on the lips and a hole in the head. And I'll never make the same mistake: The next time I create the universe I'll make sure you participate. And I'll never make the same mistake: The next time I create the universe I'll make sure you participate,  Just in case.        "
29,"         No one here can show you where it is but I can point to a sign On the roof of the world without apparent design, The frozen definition of a lunatic ambition to rise.  The air is thin, the future dim, dimension hard to find.  Up on a mountain, encased in solar rays, Beyond electric dreams of inarticulate passion plays, Coming down a mountain, eons have a human ring, The conversation of impassive planets intercepted by a human being. Ratiocination is a practicable way to derive, An attitude or altitude and probity by which to abide Or maybe a theophany of flaming creosote in disguise.  The air is thin, the future dim, dimension undefined.  Up on a mountain, encased in solar rays, Beyond electric dreams of inarticulate passion plays, Coming down a mountain, eons have a human ring, The conversation of impassive planets intercepted by a human being.  Here glaring cold in the crystalline Geometry of night, obscuring Form and tracing faceless fears of Suprahuman immensity in a Patch of sand or a raptor's guileless Shivering intensity, I'm only A visitor, an atom of atoms on a jutting Red spattered synagogue Of granite as it crouches literally in Space, a frozen amoral giant Gazing heavenward forever.  Let's go where the raptor goes, to the mountain in a cosmic glow, We'll have a genuine terrestrial show on a mountain - on a mountain. Let's scan the horizon clean for any trace of human schemes And try to touch upon immortal themes on a mountain - on a mountain. Up on a mountain, encased in solar rays, Beyond electric dreams of inarticulate passion plays, Coming down a mountain, eons have a human ring, The conversation of impassive planets intercepted by a human being.        "
30,"         This isn't another new fashion, or a new wave plastic trend. Everybody's searching for something but in the meantime let's all just pretend. I've got this feeling and I don't know what it is. This room is overcrowded, man, and I need air to breathe, yeah. Big bang, big crunch, you know there's no free lunch. Kneel down and pray, here comes your judgment day. Big crunch, you know, it's gonna be quite a show. What goes around always comes around, yeah. A million hopeless faces dwell within protected walls, All waiting for a moment in life when they can heed the clarion call. And it's all so oppressive my mind feels like a sieve. This city's overcrowded, man, and I need room to live. Big bang, big crunch, you know there's no free lunch. Kneel down and pray, here comes your judgment day. Big crunch, you know, it's gonna be quite a show. What goes around always comes around, yeah. I think of the countless shadows that have all come and gone, All suffering in the notion of better things to come. If you share these beliefs you know I wish you well, 'cause there's no room left in heaven and there's sure no room in hell, yeah. Big bang, big crunch, you know there's no free lunch. Kneel down and pray, here comes your judgment day. Big crunch, you know, it's gonna be quite a show. What goes around always comes around.        "
31,"         I can recall the warm youth of a summer day, yeah: The sweetest lemonade, the darkest game arcade, And Billy had a yearning in the corner of his mind. It moved him secretly. It moved him powerfully. But prescience was lacking and the present was not all And his aptitudes were carelessly wasted. And challenging life with the abandon of a fool, He squandered the hours of his day. Then darkness and disorder slapped him sharply in the face, yeah. It hit him like a friend, struck something deep within. He couldn't break the chain of slow decay that seemed to drag him Just like a fatal tie toward the other side. And Billy was a lunatic, just barking at the moon, And his brain was totally wasted. He then exchanged his friends for a needle and a spoon And he threw his future away. Bolt the door and throw away the key. Your dim reflection is all that you can see. So where is the justice when no one is at fault And a human life is tragically wasted? How fragile is the flame that burns within us all To light each passing day?        "
32,"         A crack developed and a name blew in, Billy Gnosis, weak and thin. He moved to California to start a new life, Because back in his hometown he just killed his wife. He started drinking every back then, He started eating things that made his head spin, And his brain became a battery, From making chemicals that shouldn't be. Oh, Billy couldn't remember his name, Billy Gnosis was going insane. And soaked in blue light he played and played, I can still hear the sound he made... Billy burned his phone and blew up his car, He sat and watched TV and played the guitar And read a book that made his head dim; How could he have known that there were worms within? And the worms ate into his brain, Through his eyes and through his ears they came. They made a home so they could multiply And feed on Billy's chemicals in paradise. Oh, Billy couldn't remember his name, Our lonesome hero was going insane. And soaked in blue light he played and played, I can still hear the sound he made...        "
33,"         Flying through a dark prismatic tunnel on a carousel, The earth is turning and you know it very well. Your mind is reeling like ten helicopters wheeling  And you're gonna hit the ceiling like a mallet on a bell. Hey, blenderhead, they're starting to ask questions, Your transgressions are a danger flashing sign. Challenge conventions and radiate your splendor And feel those flywheels churn on your blenderhead. Tally up the gleaming tender ventured on a wishing well, Each shining trinket has a story it can tell. Your moments pining like those tales all intertwining Can become the rusted lining of a deep neglected shell. Hey, blenderhead, you ask so many questions, Your confusion's a life-affirming sign. Break from tradition and carry on with valor And feel those flywheels churn your blenderhead.        "
34,"         Drop dead, it doesn’t matter, she said, It only hurts when I laugh, she said. Sometimes, it’s never a crime To spend the day in bed. She made certain that the curtains were red, To dream better by the light they would shed. She leaned back, tilted her head And this is what she said. You can’t win! Think it over again, I can’t win! Look at the trouble I’m in, We can’t win! And we’re stuck here together, Yeah, I hope it will last forever. Don’t ever dare to hope, he said, So I’ll never let down too bad. I know there’s nowhere to go So I’ll just stay here instead. He knew better than to pull on a thread, They unravel like the thoughts in his head. He looked out, it filled him with dread And this is what he said. You can’t win! Think it over again, I can’t win! Look at the trouble I’m in, We can’t win! And we’re stuck here together, Yeah, I hope it will last forever. With good books and looks on their side And hearts bursting with national pride, They sang songs that went along for the ride And the other side complied. They said, ""Hey, man, where do you reside?"" And ""Could it be Mother Superior lied?"" And ""Is it possible too many have died?"" It’s only natural to reply. You can’t win! Think it over again, I can’t win! Look at the trouble I’m in, We can’t win! And we’re stuck here together, Yeah, I hope it will last forever. * ""If you want a picture of the future, imagine a boot stamping on a human face...FOREVER!"" - George Orwell        "
35,"         With nothing better to do, No one to come home to, I woefully conclude To take it out on you. I'm bored to the extreme, This world of foolish dreams. Disillusion, I am not who I seem to be. Yeah sure I might do harm And bear my right to arm,Retribution, If only someone would listen to me. Listen to me, Listen to me, Listen to me, Listen to me. A room, an empty shelf, A book on mental health, I look for inner wealth, By punishing myself. I'm bored to the extreme, This world of foolish dreams. Disillusion, I am not who I seem to be. Yeah sure I might do harm And bear my right to arm, Retribution, If only someone would listen to me. Listen to me, Listen to me, Listen to me, Listen to me.        "
36,"         She said, thanks but I'm broken. I guess you must have misspoken. What a laugh, I've never been chosen by anyone. She was barely a teen, Hanging out in between, Just a part of the scene. With mercurial smile And incurable style, She was only a dream. How's that, he didn't know a thing about Making love to the kind of girl you read about. He said, I'm bound to be broken. My daddy bet that I'd amount to nothing. He won't let anybody show him anything. He was a troubled child, Had been down for a while, Always kept to himself. No she couldn't defend, He only wanted a friend, Now he's made something else. It's so sad, no one saw it coming, The paper said that he hit the ground running. Oh yeah, I know I'm not broken. A little cracked, but still I'm not broken. I wanna laugh, but I think that I'm choking on reality. When the world is turning for you, Don't turn on me, Who are you here to repair, Well I don't know what you mean. You could never resist Glorifying despair, Well now it's coming to you  And I don't really care. While I'm not the kind to insist, You couldn't have missed, we must co-exist. So please listen to me, There is no such thing as human debris. Oh yeah, I know I'm not broken. A little cracked, but that amounts to nothing. I wanna laugh, I'm not joking. I'm unbroken, Oh yeah, I said I'm unbroken, I said I'm unbroken, A little cracked,  it's just a token. I'm really not broken, What a guess, I'm unbroken.        "
37,"         I'm incurable, but durable, it's easy to see Lack of restraint is a complaint of those around me. I know that others postpone Gratification, well, I lack that affectation. Let's get it right, There's no end in sight! And I can't stop Can't stop it Can't stop C-c-c-c-c-can't stop,  Shocking, but I just can't stop it, That's right! Uncontrollable, I'm inconsolable, My pleasure center is the shelter for a reptile. I hate when I gotta tolerate Frustration, see, I lack the motivation. Let's set this straight, I never wait! And I can't stop Can't stop it Can't stop C-c-c-c-c-can't stop,  Shocking, but I just can't stop it, That's right!        "
